id,satisfaction,satisfaction score,voice of customer
101265,neutral or dissatisfied,4,NIL
101269,neutral or dissatisfied,3,NIL
101283,neutral or dissatisfied,4,NIL
101292,neutral or dissatisfied,3,"The turbulence was continuous and turbulent, causing discomfort and unease throughout the entire flight."
101299,neutral or dissatisfied,4,NIL
101307,neutral or dissatisfied,3,I had to navigate through a crowded and disorganized baggage pickup area with no clear direction.
101338,neutral or dissatisfied,3,NIL
101339,neutral or dissatisfied,4,NIL
101343,neutral or dissatisfied,3,NIL
101370,neutral or dissatisfied,4,NIL
101371,neutral or dissatisfied,3,NIL
101386,neutral or dissatisfied,3,NIL
101397,neutral or dissatisfied,4,NIL
101402,neutral or dissatisfied,3,NIL
101428,neutral or dissatisfied,3,NIL
101432,neutral or dissatisfied,4,NIL
101474,neutral or dissatisfied,3,NIL
101483,neutral or dissatisfied,4,NIL
101489,neutral or dissatisfied,4,NIL
101497,neutral or dissatisfied,3,NIL
101502,neutral or dissatisfied,4,NIL
101504,neutral or dissatisfied,4,NIL
101508,neutral or dissatisfied,3,NIL
101510,neutral or dissatisfied,3,NIL
101520,neutral or dissatisfied,3,NIL
101528,neutral or dissatisfied,3,NIL
101529,neutral or dissatisfied,4,NIL
101530,neutral or dissatisfied,4,NIL
101535,neutral or dissatisfied,3,NIL
101540,neutral or dissatisfied,3,NIL
101542,neutral or dissatisfied,4,NIL
101543,neutral or dissatisfied,4,NIL
101550,neutral or dissatisfied,4,NIL
101553,neutral or dissatisfied,4,NIL
101563,neutral or dissatisfied,4,NIL
101570,neutral or dissatisfied,4,"The flight attendants failed to distribute immigration forms promptly, causing delays at the destination."
101584,neutral or dissatisfied,4,NIL
101589,neutral or dissatisfied,3,NIL
101612,neutral or dissatisfied,3,NIL
101616,neutral or dissatisfied,3,NIL
101626,neutral or dissatisfied,4,NIL
101644,neutral or dissatisfied,3,NIL
101645,neutral or dissatisfied,4,NIL
101646,neutral or dissatisfied,4,NIL
101649,neutral or dissatisfied,3,The flight attendants did not assist with storing carry-on bags properly.
101663,neutral or dissatisfied,1,"Departure was postponed, causing me to rearrange my itinerary."
101665,neutral or dissatisfied,3,NIL
101673,neutral or dissatisfied,4,I experienced a lack of communication and coordination among the staff.
101686,neutral or dissatisfied,3,NIL
101693,neutral or dissatisfied,4,NIL
101697,neutral or dissatisfied,4,NIL
101698,neutral or dissatisfied,4,NIL
101708,neutral or dissatisfied,4,NIL
101709,neutral or dissatisfied,4,NIL
101713,neutral or dissatisfied,3,NIL
101715,neutral or dissatisfied,4,NIL
101718,neutral or dissatisfied,4,NIL
101737,neutral or dissatisfied,4,NIL
101738,neutral or dissatisfied,4,NIL
101753,neutral or dissatisfied,4,NIL
101784,neutral or dissatisfied,3,NIL
101792,neutral or dissatisfied,4,NIL
101806,neutral or dissatisfied,3,The airline's policy for flight changes and cancellations was rigid and accompanied by high fees.
101812,neutral or dissatisfied,4,"I faced challenges understanding the airline's complex flight change policy, resulting in confusion and additional fees."
101818,neutral or dissatisfied,4,"I found the boarding announcements to be inconsistent and unclear, making it challenging to know when and where to board."
101820,neutral or dissatisfied,4,The airline lost my checked bag and failed to locate it.
101832,neutral or dissatisfied,4,NIL
101840,neutral or dissatisfied,3,My luggage was damaged during the flight.
101854,neutral or dissatisfied,3,NIL
101857,neutral or dissatisfied,3,NIL
101869,neutral or dissatisfied,4,NIL
101898,neutral or dissatisfied,4,NIL
101899,neutral or dissatisfied,3,NIL
101900,neutral or dissatisfied,3,NIL
101903,neutral or dissatisfied,3,NIL
101911,neutral or dissatisfied,4,NIL
101912,neutral or dissatisfied,3,NIL
101920,neutral or dissatisfied,3,NIL
101921,neutral or dissatisfied,3,NIL
101922,neutral or dissatisfied,4,NIL
101932,neutral or dissatisfied,4,NIL
101955,neutral or dissatisfied,4,NIL
101963,neutral or dissatisfied,1,The delay in departure caused unnecessary stress and anxiety.
101964,neutral or dissatisfied,4,NIL
101969,neutral or dissatisfied,3,NIL
101970,neutral or dissatisfied,3,NIL
101977,neutral or dissatisfied,4,NIL
101979,neutral or dissatisfied,3,The limited availability of onboard duty-free shopping was disappointing and did not meet my expectations.
101998,neutral or dissatisfied,3,NIL
102004,neutral or dissatisfied,4,NIL
102033,neutral or dissatisfied,3,NIL
102039,neutral or dissatisfied,3,I observed unclean or smudged windows in the aircraft.
102041,neutral or dissatisfied,3,NIL
102042,neutral or dissatisfied,4,NIL
102045,neutral or dissatisfied,3,NIL
102047,neutral or dissatisfied,4,NIL
102052,neutral or dissatisfied,3,NIL
102057,neutral or dissatisfied,3,NIL
102064,neutral or dissatisfied,4,NIL
102102,neutral or dissatisfied,3,NIL
102193,neutral or dissatisfied,4,NIL
102211,neutral or dissatisfied,3,NIL
102213,neutral or dissatisfied,3,NIL
102217,neutral or dissatisfied,4,NIL
102218,neutral or dissatisfied,4,NIL
102224,neutral or dissatisfied,3,NIL
102234,neutral or dissatisfied,3,NIL
102238,neutral or dissatisfied,3,NIL
102243,neutral or dissatisfied,3,"Insufficient support for passengers with medical conditions, compromising their well-being."
102261,neutral or dissatisfied,4,"The delayed arrival deprived me of spending quality time with my loved ones at my destination, as I had to endure hours of waiting at the airport due to the airline's inefficiency."
102266,neutral or dissatisfied,4,NIL
102275,neutral or dissatisfied,0,Insufficient assistance for pregnant passengers.
102276,neutral or dissatisfied,3,NIL
102278,neutral or dissatisfied,4,NIL
102283,neutral or dissatisfied,3,NIL
102284,neutral or dissatisfied,3,Unhelpful and uninformed gate agents provided little assistance and left passengers uninformed.
102288,neutral or dissatisfied,4,NIL
102291,neutral or dissatisfied,4,NIL
102296,neutral or dissatisfied,3,NIL
102301,neutral or dissatisfied,4,The flight attendants were unhelpful and seemed more interested in chatting among themselves.
102315,neutral or dissatisfied,3,NIL
102326,neutral or dissatisfied,4,NIL
102327,neutral or dissatisfied,3,NIL
102330,neutral or dissatisfied,3,NIL
102334,neutral or dissatisfied,4,NIL
102345,neutral or dissatisfied,3,NIL
102348,neutral or dissatisfied,4,NIL
102349,neutral or dissatisfied,4,NIL
102361,neutral or dissatisfied,3,NIL
102362,neutral or dissatisfied,4,NIL
102366,neutral or dissatisfied,2,I found the food packaging to be unhygienic and unsanitary.
102379,neutral or dissatisfied,3,NIL
102381,neutral or dissatisfied,3,NIL
102386,neutral or dissatisfied,4,NIL
102391,neutral or dissatisfied,4,NIL
102421,neutral or dissatisfied,4,NIL
102427,neutral or dissatisfied,3,NIL
102429,neutral or dissatisfied,4,NIL
102434,neutral or dissatisfied,4,NIL
102438,neutral or dissatisfied,4,NIL
102469,neutral or dissatisfied,4,NIL
102483,neutral or dissatisfied,3,NIL
102491,neutral or dissatisfied,4,NIL
102500,neutral or dissatisfied,4,NIL
102501,neutral or dissatisfied,4,NIL
102510,neutral or dissatisfied,4,NIL
102511,neutral or dissatisfied,4,NIL
102523,neutral or dissatisfied,4,NIL
102526,neutral or dissatisfied,3,NIL
102527,neutral or dissatisfied,4,NIL
102535,neutral or dissatisfied,4,NIL
102536,neutral or dissatisfied,3,NIL
102538,neutral or dissatisfied,4,NIL
102547,neutral or dissatisfied,4,NIL
102569,neutral or dissatisfied,4,NIL
102573,neutral or dissatisfied,3,NIL
102580,neutral or dissatisfied,4,NIL
102582,neutral or dissatisfied,4,NIL
102586,neutral or dissatisfied,3,NIL
102588,neutral or dissatisfied,3,NIL
102593,neutral or dissatisfied,4,NIL
102595,neutral or dissatisfied,4,NIL
102599,neutral or dissatisfied,3,NIL
102602,neutral or dissatisfied,4,NIL
102611,neutral or dissatisfied,4,NIL
102618,neutral or dissatisfied,3,NIL
102627,neutral or dissatisfied,3,NIL
102628,neutral or dissatisfied,3,NIL
102638,neutral or dissatisfied,4,NIL
102654,neutral or dissatisfied,3,NIL
102673,neutral or dissatisfied,4,NIL
102681,neutral or dissatisfied,4,NIL
102688,neutral or dissatisfied,3,NIL
102690,neutral or dissatisfied,3,NIL
102692,neutral or dissatisfied,4,NIL
102693,neutral or dissatisfied,3,NIL
102696,neutral or dissatisfied,4,NIL
102707,neutral or dissatisfied,3,NIL
102716,neutral or dissatisfied,4,NIL
102738,neutral or dissatisfied,3,NIL
102766,neutral or dissatisfied,4,NIL
102777,neutral or dissatisfied,3,NIL
102784,neutral or dissatisfied,4,The airline did not offer any assistance during a flight disruption.
102794,neutral or dissatisfied,4,NIL
102808,neutral or dissatisfied,4,NIL
102842,neutral or dissatisfied,3,NIL
102849,neutral or dissatisfied,4,NIL
102861,neutral or dissatisfied,4,NIL
102872,neutral or dissatisfied,3,The flight delay resulted in missed opportunities for networking and growth. Frustrating.
102876,neutral or dissatisfied,3,NIL
102877,neutral or dissatisfied,4,NIL
102878,neutral or dissatisfied,3,NIL
102891,neutral or dissatisfied,3,NIL
102904,neutral or dissatisfied,3,"I encountered difficulties understanding the airline's complex fragile item baggage policy, resulting in confusion and concerns about the safety of my fragile belongings."
102921,neutral or dissatisfied,3,NIL
102936,neutral or dissatisfied,3,NIL
102966,neutral or dissatisfied,3,NIL
102969,neutral or dissatisfied,4,NIL
102993,neutral or dissatisfied,3,NIL
103010,neutral or dissatisfied,4,NIL
103018,neutral or dissatisfied,3,"Limited availability of overhead reading lights, making it difficult to read or work during the flight."
103024,neutral or dissatisfied,4,NIL
103026,neutral or dissatisfied,3,"I witnessed other passengers praying and holding onto their loved ones tightly during the turbulence, and the airline did not provide emotional support."
103029,neutral or dissatisfied,4,NIL
103033,neutral or dissatisfied,4,NIL
103036,neutral or dissatisfied,4,NIL
103037,neutral or dissatisfied,3,NIL
103038,neutral or dissatisfied,3,NIL
103039,neutral or dissatisfied,3,NIL
103046,neutral or dissatisfied,3,NIL
103049,neutral or dissatisfied,4,NIL
103053,neutral or dissatisfied,4,NIL
103056,neutral or dissatisfied,4,NIL
103059,neutral or dissatisfied,3,NIL
103066,neutral or dissatisfied,3,NIL
103068,neutral or dissatisfied,3,NIL
103070,neutral or dissatisfied,4,NIL
103071,neutral or dissatisfied,3,The flight was delayed due to unspecified technical issues.
103077,neutral or dissatisfied,4,NIL
103078,neutral or dissatisfied,4,NIL
103104,neutral or dissatisfied,4,NIL
103108,neutral or dissatisfied,3,NIL
103112,neutral or dissatisfied,3,NIL
103116,neutral or dissatisfied,4,"I had an important family event to attend, but the delay in departure made it impossible."
103120,neutral or dissatisfied,4,NIL
103129,neutral or dissatisfied,4,NIL
103143,neutral or dissatisfied,4,NIL
103149,neutral or dissatisfied,4,NIL
103156,neutral or dissatisfied,3,NIL
103180,neutral or dissatisfied,4,NIL
103193,neutral or dissatisfied,3,NIL
103221,neutral or dissatisfied,4,NIL
103228,neutral or dissatisfied,3,NIL
103248,neutral or dissatisfied,3,The lengthy wait for flight arrival left me feeling emotionally exhausted and disappointed.
103270,neutral or dissatisfied,4,NIL
103279,neutral or dissatisfied,3,NIL
103296,neutral or dissatisfied,4,NIL
103317,neutral or dissatisfied,3,Flight attendants displayed unfriendly attitudes and were unapproachable.
103322,neutral or dissatisfied,3,NIL
103335,neutral or dissatisfied,4,NIL
103342,neutral or dissatisfied,3,NIL
103349,neutral or dissatisfied,3,NIL
103364,neutral or dissatisfied,3,NIL
103365,neutral or dissatisfied,3,NIL
103369,neutral or dissatisfied,4,NIL
103399,neutral or dissatisfied,3,NIL
103401,neutral or dissatisfied,3,NIL
103403,neutral or dissatisfied,3,NIL
103412,neutral or dissatisfied,4,NIL
103415,neutral or dissatisfied,3,NIL
103417,neutral or dissatisfied,3,NIL
103437,neutral or dissatisfied,3,NIL
103440,neutral or dissatisfied,4,NIL
103451,neutral or dissatisfied,4,NIL
103456,neutral or dissatisfied,4,NIL
103460,neutral or dissatisfied,4,NIL
103490,neutral or dissatisfied,4,NIL
103495,neutral or dissatisfied,3,NIL
103508,neutral or dissatisfied,4,I encountered a delay in receiving my requested beverage.
103511,neutral or dissatisfied,4,NIL
103540,neutral or dissatisfied,3,NIL
103577,neutral or dissatisfied,3,NIL
103591,neutral or dissatisfied,3,NIL
103600,neutral or dissatisfied,4,NIL
103605,neutral or dissatisfied,3,NIL
103611,neutral or dissatisfied,3,NIL
103629,neutral or dissatisfied,4,NIL
103652,neutral or dissatisfied,4,NIL
103661,neutral or dissatisfied,3,The flight lacked proper privacy screens between seats.
103667,neutral or dissatisfied,4,NIL
103674,neutral or dissatisfied,3,NIL
103675,neutral or dissatisfied,4,"The flight experienced multiple delays, leading to frustration."
103693,neutral or dissatisfied,4,NIL
103694,neutral or dissatisfied,3,NIL
103702,neutral or dissatisfied,4,NIL
103714,neutral or dissatisfied,3,NIL
103736,neutral or dissatisfied,4,NIL
103753,neutral or dissatisfied,4,NIL
103776,neutral or dissatisfied,3,NIL
103817,neutral or dissatisfied,3,NIL
103823,neutral or dissatisfied,4,I received a meal that did not meet my dietary preferences.
103824,neutral or dissatisfied,3,NIL
103826,neutral or dissatisfied,4,NIL
103846,neutral or dissatisfied,4,NIL
103849,neutral or dissatisfied,3,NIL
103850,neutral or dissatisfied,3,"The restrooms were dirty and unkempt, making it an unpleasant experience to use them."
103864,neutral or dissatisfied,3,NIL
103868,neutral or dissatisfied,3,NIL
103870,neutral or dissatisfied,3,NIL
103884,neutral or dissatisfied,3,NIL
103915,neutral or dissatisfied,4,NIL
103944,neutral or dissatisfied,3,NIL
103992,neutral or dissatisfied,2,"I found the gate announcements to be inconsistent and lacking important information, causing confusion and delays."
103997,neutral or dissatisfied,3,NIL
104011,neutral or dissatisfied,3,NIL
104019,neutral or dissatisfied,4,Technical issues with the online booking system caused frustration and wasted time.
104020,neutral or dissatisfied,2,"Despite no flight delays, I experienced a significant delay in receiving my checked baggage."
104044,neutral or dissatisfied,3,NIL
104047,neutral or dissatisfied,4,NIL
104050,neutral or dissatisfied,4,NIL
104056,neutral or dissatisfied,3,NIL
104074,neutral or dissatisfied,4,NIL
104076,neutral or dissatisfied,4,NIL
104078,neutral or dissatisfied,3,NIL
104088,neutral or dissatisfied,4,"The baggage handling was inefficient, resulting in delays in receiving my checked luggage."
104105,neutral or dissatisfied,3,NIL
104147,neutral or dissatisfied,4,The flight delay made me feel like my travel plans didn't matter to the airline.
104154,neutral or dissatisfied,3,NIL
104161,neutral or dissatisfied,4,NIL
104176,neutral or dissatisfied,4,NIL
104187,neutral or dissatisfied,3,The airline failed to provide adequate assistance for passengers with disabilities like myself.
104192,neutral or dissatisfied,4,NIL
104196,neutral or dissatisfied,3,NIL
104198,neutral or dissatisfied,4,NIL
104222,neutral or dissatisfied,4,NIL
104223,neutral or dissatisfied,4,The air crew seemed untrained and ill-prepared to handle passenger inquiries.
104227,neutral or dissatisfied,3,"I faced challenges understanding the airline's complex ticket fare structure, resulting in unexpected charges and frustrations."
104228,neutral or dissatisfied,3,"I faced challenges in changing my flight reservations, leading to inconvenience and additional fees."
104269,neutral or dissatisfied,3,NIL
104282,neutral or dissatisfied,3,NIL
104311,neutral or dissatisfied,4,NIL
104314,neutral or dissatisfied,3,NIL
104325,neutral or dissatisfied,3,NIL
104326,neutral or dissatisfied,4,NIL
104327,neutral or dissatisfied,3,NIL
104329,neutral or dissatisfied,3,NIL
104333,neutral or dissatisfied,2,"The airline's onboard reading materials were outdated and limited in variety, offering little entertainment value for passengers."
104334,neutral or dissatisfied,4,NIL
104336,neutral or dissatisfied,4,NIL
104351,neutral or dissatisfied,4,"The flight encountered frequent turbulence, and the crew did not offer reassurance or updates."
104359,neutral or dissatisfied,4,NIL
104377,neutral or dissatisfied,3,NIL
104382,neutral or dissatisfied,3,NIL
104395,neutral or dissatisfied,4,NIL
104397,neutral or dissatisfied,3,NIL
104416,neutral or dissatisfied,3,NIL
104430,neutral or dissatisfied,3,NIL
104431,neutral or dissatisfied,3,NIL
104437,neutral or dissatisfied,4,NIL
104444,neutral or dissatisfied,3,"I had an important meeting, but the delay in arrival made me arrive too late."
104446,neutral or dissatisfied,4,"Insufficient support and guidance for unaccompanied minors, causing anxiety and uncertainty."
104449,neutral or dissatisfied,3,NIL
104451,neutral or dissatisfied,4,NIL
104453,neutral or dissatisfied,3,NIL
104461,neutral or dissatisfied,4,The airline did not offer any lactose-free beverage options.
104462,neutral or dissatisfied,3,NIL
104466,neutral or dissatisfied,4,NIL
104468,neutral or dissatisfied,4,NIL
104470,neutral or dissatisfied,3,NIL
104481,neutral or dissatisfied,3,NIL
104489,neutral or dissatisfied,4,NIL
104492,neutral or dissatisfied,3,NIL
104516,neutral or dissatisfied,3,NIL
104536,neutral or dissatisfied,4,The flight lacked proper communication during turbulence.
104547,neutral or dissatisfied,4,NIL
104581,neutral or dissatisfied,4,I faced challenges and stress due to the airline's inadequate support for passengers traveling with pets.
104582,neutral or dissatisfied,3,NIL
104587,neutral or dissatisfied,3,The flight delay disrupted my travel plans.
104590,neutral or dissatisfied,3,NIL
104598,neutral or dissatisfied,3,NIL
104603,neutral or dissatisfied,4,NIL
104607,neutral or dissatisfied,3,The significantly delayed flight arrival inconvenienced me and affected my plans.
104611,neutral or dissatisfied,4,"The seats were broken and uncomfortable, causing back pain."
104627,neutral or dissatisfied,3,NIL
104629,neutral or dissatisfied,3,NIL
104637,neutral or dissatisfied,4,NIL
104643,neutral or dissatisfied,4,NIL
104645,neutral or dissatisfied,4,The airline's disregard for punctuality made me question their commitment to customer satisfaction.
104648,neutral or dissatisfied,4,NIL
104649,neutral or dissatisfied,3,NIL
104664,neutral or dissatisfied,4,NIL
104670,neutral or dissatisfied,3,NIL
104682,neutral or dissatisfied,3,NIL
104689,neutral or dissatisfied,4,NIL
104708,neutral or dissatisfied,4,NIL
104709,neutral or dissatisfied,3,NIL
104715,neutral or dissatisfied,3,NIL
104736,neutral or dissatisfied,4,NIL
104740,neutral or dissatisfied,3,NIL
104749,neutral or dissatisfied,3,"Departure was postponed, impacting my personal commitments."
104764,neutral or dissatisfied,4,NIL
104768,neutral or dissatisfied,3,NIL
104772,neutral or dissatisfied,4,NIL
104800,neutral or dissatisfied,4,NIL
104828,neutral or dissatisfied,4,NIL
104833,neutral or dissatisfied,4,Flight attendants displayed inattentiveness and seemed disinterested in passenger needs.
104841,neutral or dissatisfied,3,NIL
104847,neutral or dissatisfied,4,NIL
104865,neutral or dissatisfied,4,NIL
104870,neutral or dissatisfied,4,These delays are driving me insane! This airline deserves every ounce of my anger and frustration!
104877,neutral or dissatisfied,3,NIL
104903,neutral or dissatisfied,4,NIL
104909,neutral or dissatisfied,3,The flight announcements were unclear and hard to understand.
104913,neutral or dissatisfied,3,NIL
104929,neutral or dissatisfied,4,NIL
104931,neutral or dissatisfied,4,The airline did not offer any gluten-free meal options.
104955,neutral or dissatisfied,4,NIL
104982,neutral or dissatisfied,4,The aircraft windows were dirty and obstructed the view.
104987,neutral or dissatisfied,4,NIL
104989,neutral or dissatisfied,4,NIL
104990,neutral or dissatisfied,3,NIL
105025,neutral or dissatisfied,4,NIL
105031,neutral or dissatisfied,3,"I was heartbroken when the airline's mishandling of my beloved pet during transport resulted in their injury, causing unnecessary pain and anguish."
105032,neutral or dissatisfied,4,NIL
105033,neutral or dissatisfied,3,NIL
105049,neutral or dissatisfied,3,NIL
105050,neutral or dissatisfied,4,NIL
105059,neutral or dissatisfied,4,NIL
105119,neutral or dissatisfied,4,NIL
105125,neutral or dissatisfied,4,NIL
105127,neutral or dissatisfied,4,NIL
105135,neutral or dissatisfied,3,Lack of communication during turbulence left passengers feeling uneasy and unsafe.
105139,neutral or dissatisfied,4,NIL
105140,neutral or dissatisfied,4,NIL
105143,neutral or dissatisfied,3,NIL
105152,neutral or dissatisfied,4,The delay in departure made me anxious and stressed about missing my destination.
105162,neutral or dissatisfied,4,NIL
105168,neutral or dissatisfied,4,NIL
105169,neutral or dissatisfied,4,NIL
105172,neutral or dissatisfied,4,NIL
105181,neutral or dissatisfied,3,NIL
105182,neutral or dissatisfied,4,NIL
105186,neutral or dissatisfied,4,NIL
105216,neutral or dissatisfied,4,NIL
105227,neutral or dissatisfied,4,The flight delay caused me to miss an opportunity for a job interview. Unacceptable.
105228,neutral or dissatisfied,0,NIL
105232,neutral or dissatisfied,3,NIL
105233,neutral or dissatisfied,3,NIL
105254,neutral or dissatisfied,4,Arrival was significantly later than anticipated.
105258,neutral or dissatisfied,4,NIL
105269,neutral or dissatisfied,3,NIL
105271,neutral or dissatisfied,4,"I felt anxious and unsafe during the turbulence, as the flight attendants did not provide clear instructions or reassurance."
105299,neutral or dissatisfied,3,The airline did not offer any reimbursement for the lost or damaged items inside my luggage.
105338,neutral or dissatisfied,4,NIL
105341,neutral or dissatisfied,3,NIL
105347,neutral or dissatisfied,4,NIL
105352,neutral or dissatisfied,4,NIL
105353,neutral or dissatisfied,3,NIL
105354,neutral or dissatisfied,3,NIL
105356,neutral or dissatisfied,3,NIL
105369,neutral or dissatisfied,3,The onboard Wi-Fi did not work as advertised.
105383,neutral or dissatisfied,3,"I witnessed other passengers struggling to fasten their seatbelts and secure their belongings during the turbulence, and the airline did not provide assistance."
105384,neutral or dissatisfied,4,NIL
105387,neutral or dissatisfied,4,NIL
105390,neutral or dissatisfied,3,NIL
105397,neutral or dissatisfied,4,NIL
105426,neutral or dissatisfied,4,NIL
105438,neutral or dissatisfied,4,NIL
105460,neutral or dissatisfied,4,NIL
105462,neutral or dissatisfied,3,NIL
105496,neutral or dissatisfied,3,NIL
105498,neutral or dissatisfied,4,NIL
105504,neutral or dissatisfied,3,NIL
105506,neutral or dissatisfied,3,NIL
105534,neutral or dissatisfied,4,NIL
105535,neutral or dissatisfied,4,Challenges in booking seats together with travel companions.
105548,neutral or dissatisfied,4,NIL
105550,neutral or dissatisfied,3,NIL
105551,neutral or dissatisfied,3,NIL
105556,neutral or dissatisfied,3,"The boarding process was disorganized, causing unnecessary delays and frustration."
105557,neutral or dissatisfied,4,NIL
105572,neutral or dissatisfied,4,I expected the airline to have better technology and systems to anticipate and minimize turbulence for a smoother flight.
105575,neutral or dissatisfied,3,NIL
105577,neutral or dissatisfied,3,NIL
105580,neutral or dissatisfied,4,NIL
105585,neutral or dissatisfied,4,NIL
105598,neutral or dissatisfied,4,NIL
105606,neutral or dissatisfied,3,NIL
105637,neutral or dissatisfied,3,NIL
105655,neutral or dissatisfied,3,NIL
105668,neutral or dissatisfied,3,NIL
105695,neutral or dissatisfied,4,NIL
105699,neutral or dissatisfied,4,NIL
105703,neutral or dissatisfied,4,NIL
105717,neutral or dissatisfied,4,NIL
105721,neutral or dissatisfied,4,NIL
105738,neutral or dissatisfied,3,NIL
105741,neutral or dissatisfied,3,NIL
105745,neutral or dissatisfied,4,NIL
105754,neutral or dissatisfied,3,"The turbulence was so intense that it caused passengers to scream and cry, and the airline's response was insufficient in addressing their distress."
105763,neutral or dissatisfied,4,NIL
105772,neutral or dissatisfied,4,NIL
105776,neutral or dissatisfied,3,NIL
105787,neutral or dissatisfied,4,NIL
105790,neutral or dissatisfied,3,NIL
105798,neutral or dissatisfied,4,NIL
105803,neutral or dissatisfied,3,NIL
105813,neutral or dissatisfied,3,The airline did not offer any compensation for inconveniences caused by their mistakes.
105818,neutral or dissatisfied,4,NIL
105819,neutral or dissatisfied,3,NIL
105830,neutral or dissatisfied,3,NIL
105834,neutral or dissatisfied,3,NIL
105858,neutral or dissatisfied,3,NIL
105862,neutral or dissatisfied,4,NIL
105869,neutral or dissatisfied,3,NIL
105893,neutral or dissatisfied,4,NIL
105897,neutral or dissatisfied,3,NIL
105910,neutral or dissatisfied,3,NIL
105912,neutral or dissatisfied,3,NIL
105914,neutral or dissatisfied,4,NIL
105916,neutral or dissatisfied,4,NIL
105928,neutral or dissatisfied,3,NIL
105933,neutral or dissatisfied,3,NIL
105936,neutral or dissatisfied,3,NIL
105937,neutral or dissatisfied,3,NIL
105938,neutral or dissatisfied,4,NIL
105943,neutral or dissatisfied,4,I encountered difficulties in filing a baggage claim with the airline.
105944,neutral or dissatisfied,4,NIL
105968,neutral or dissatisfied,3,NIL
105970,neutral or dissatisfied,4,NIL
105973,neutral or dissatisfied,4,"I had plans for a romantic getaway, but the delay in departure ruined the experience."
105979,neutral or dissatisfied,4,NIL
105982,neutral or dissatisfied,3,NIL
105989,neutral or dissatisfied,4,NIL
106000,neutral or dissatisfied,3,NIL
106002,neutral or dissatisfied,3,NIL
106003,neutral or dissatisfied,4,NIL
106008,neutral or dissatisfied,3,NIL
106010,neutral or dissatisfied,4,NIL
106011,neutral or dissatisfied,4,NIL
106027,neutral or dissatisfied,3,NIL
106036,neutral or dissatisfied,4,NIL
106047,neutral or dissatisfied,3,NIL
106055,neutral or dissatisfied,3,NIL
106103,neutral or dissatisfied,4,NIL
106109,neutral or dissatisfied,4,NIL
106128,neutral or dissatisfied,4,"The prolonged delay in our flight's arrival not only inconvenienced me but also affected my travel companions, who had made plans based on the expected arrival time."
106135,neutral or dissatisfied,4,NIL
106141,neutral or dissatisfied,3,NIL
106142,neutral or dissatisfied,3,NIL
106143,neutral or dissatisfied,4,The boarding process was delayed due to the airline's inefficient and slow passenger identity verification procedures.
106144,neutral or dissatisfied,3,NIL
106149,neutral or dissatisfied,3,NIL
106152,neutral or dissatisfied,4,NIL
106183,neutral or dissatisfied,4,NIL
106185,neutral or dissatisfied,4,NIL
106192,neutral or dissatisfied,4,NIL
106199,neutral or dissatisfied,4,I wasn't notified in advance when the flight departed earlier than scheduled.
106200,neutral or dissatisfied,4,NIL
106223,neutral or dissatisfied,3,NIL
106229,neutral or dissatisfied,3,NIL
106270,neutral or dissatisfied,4,I felt a profound sense of disappointment and regret for choosing this airline for my journey.
106273,neutral or dissatisfied,3,NIL
106274,neutral or dissatisfied,4,NIL
106276,neutral or dissatisfied,3,NIL
106291,neutral or dissatisfied,3,NIL
106312,neutral or dissatisfied,4,NIL
106313,neutral or dissatisfied,3,"I experienced delays in receiving my checked baggage, disrupting my travel plans."
106314,neutral or dissatisfied,3,NIL
106329,neutral or dissatisfied,3,NIL
106338,neutral or dissatisfied,3,"I was disappointed with the lack of clear instructions during the inflight duty-free shopping, resulting in confusion and delays."
106347,neutral or dissatisfied,4,The cabin lacked proper disposal for used tissues or napkins.
106394,neutral or dissatisfied,4,NIL
106395,neutral or dissatisfied,3,NIL
106397,neutral or dissatisfied,3,NIL
106398,neutral or dissatisfied,4,NIL
106410,neutral or dissatisfied,4,NIL
106424,neutral or dissatisfied,4,NIL
106425,neutral or dissatisfied,4,NIL
106427,neutral or dissatisfied,4,NIL
106442,neutral or dissatisfied,4,NIL
106449,neutral or dissatisfied,4,NIL
106456,neutral or dissatisfied,3,NIL
106458,neutral or dissatisfied,3,I found the food to be excessively salty or oily.
106460,neutral or dissatisfied,4,NIL
106461,neutral or dissatisfied,4,I was devastated when the airline canceled my pre-booked seat without any explanation or alternative arrangement.
106468,neutral or dissatisfied,4,The delay in departure made me miss out on a job opportunity. Unreliable airline.
106500,neutral or dissatisfied,4,NIL
106503,neutral or dissatisfied,4,"Departure was postponed, affecting passengers' schedules."
106515,neutral or dissatisfied,4,NIL
106534,neutral or dissatisfied,3,NIL
106548,neutral or dissatisfied,4,The airline did not provide any nut-free snack options.
106557,neutral or dissatisfied,4,I am furious! This airline's delays are an insult to its passengers!
106583,neutral or dissatisfied,3,NIL
106605,neutral or dissatisfied,3,NIL
106612,neutral or dissatisfied,3,NIL
106617,neutral or dissatisfied,3,NIL
106631,neutral or dissatisfied,4,NIL
106640,neutral or dissatisfied,4,NIL
106651,neutral or dissatisfied,3,NIL
106660,neutral or dissatisfied,4,NIL
106669,neutral or dissatisfied,4,NIL
106679,neutral or dissatisfied,3,NIL
106680,neutral or dissatisfied,3,NIL
106683,neutral or dissatisfied,4,NIL
106685,neutral or dissatisfied,3,NIL
106699,neutral or dissatisfied,4,NIL
106701,neutral or dissatisfied,4,I felt the airline should have provided more informative announcements about the turbulence to keep passengers informed and reassured.
106705,neutral or dissatisfied,3,NIL
