,topic,voice of customer,id,satisfaction,satisfaction score
1641,24,"The cabin lacked proper ventilation, causing discomfort.",94728,neutral or dissatisfied,3
1642,16,Disorganized baggage claim process.,94730,neutral or dissatisfied,4
1643,38,"I faced challenges understanding the airline's complex rebooking policy, resulting in frustration and difficulties in changing my flight.",94776,neutral or dissatisfied,4
1644,33,"The frequent flyer program offered limited benefits, leaving me dissatisfied with the rewards.",94795,neutral or dissatisfied,4
1645,30,The customer service representative was slow to respond to my inquiries.,94867,neutral or dissatisfied,4
1646,14,The flight attendants lacked enthusiasm and did not display a genuine interest in passenger well-being.,94888,neutral or dissatisfied,3
1647,24,"The cabin temperature was unbearable, making me sweat profusely during the entire journey.",94950,neutral or dissatisfied,3
1648,15,I noticed unclean or dusty seat power outlets.,95194,neutral or dissatisfied,3
1649,42,I encountered difficulties in contacting the airline's customer service regarding my lost bag.,95302,neutral or dissatisfied,3
1650,0,The in-flight meals were overpriced and did not match the quality I anticipated.,95347,neutral or dissatisfied,4
1651,0,The airline did not offer any kosher snack options.,95473,neutral or dissatisfied,4
1652,0,The airline did not offer any complimentary beverages during the layover.,95492,neutral or dissatisfied,4
1653,55,"I received poor service from the flight attendant, who ignored my special meal request.",95558,neutral or dissatisfied,3
1654,1,"Despite the assurance of a quick resolution, the airline failed to provide a satisfactory explanation for the departure delay, leaving passengers feeling frustrated and disregarded.",95709,neutral or dissatisfied,3
1655,32,The lavatories were dirty and unpleasant to use.,95875,neutral or dissatisfied,4
1656,63,"The airline didn't have enough overhead bin space for all passengers' bags, causing delays and frustration.",96020,neutral or dissatisfied,3
1657,3,"I witnessed other passengers struggling to retrieve their belongings during the turbulence, and the airline did not assist in ensuring their safety.",96050,neutral or dissatisfied,4
1658,-1,"The arrival delay caused me to miss an important connection, forcing me to rearrange my travel plans and incurring additional costs for rescheduling flights.",96181,neutral or dissatisfied,3
1659,39,The air crew showed a disregard for passenger safety instructions.,96186,neutral or dissatisfied,3
1660,24,"The flight lacked proper air conditioning, causing discomfort and making the journey unpleasant.",96212,neutral or dissatisfied,4
1661,6,Limited availability of onboard duty-free shopping.,96239,neutral or dissatisfied,4
1662,25,I was dissatisfied with the limited space for carry-on luggage.,96274,neutral or dissatisfied,4
1663,7,"I was deeply saddened when the airline mishandled my emotional support animal, leading to unnecessary distress and discomfort for both of us.",96508,neutral or dissatisfied,4
1664,33,Difficulties in redeeming airline miles.,96630,neutral or dissatisfied,4
1665,-1,The flight attendants did not prioritize passenger comfort or well-being.,96706,neutral or dissatisfied,3
1666,9,"The flight encountered heavy rain, and it caused delays in takeoff and landing.",96714,neutral or dissatisfied,3
1667,-1,The air crew did not prioritize passenger satisfaction or comfort.,96719,neutral or dissatisfied,4
1668,1,"The airline's failure to provide accurate and timely updates during the departure delay created confusion and frustration among passengers, who were left in the dark about the progress of the situation.",96759,neutral or dissatisfied,3
1669,23,The extended delay disrupted passengers' schedules and impacted their plans.,96819,neutral or dissatisfied,4
1670,9,The flight departure was delayed due to poor weather conditions.,96855,neutral or dissatisfied,3
1671,20,The airline's customer service failed to address my concerns and left me feeling ignored.,96921,neutral or dissatisfied,4
1672,-1,"I received insufficient information about my connecting flights, leading to anxiety and confusion.",96987,neutral or dissatisfied,4
1673,27,I found the flight announcements to be unclear and difficult to understand.,97092,neutral or dissatisfied,4
1674,13,The high cost of the ticket did not result in a memorable or outstanding travel experience.,97137,neutral or dissatisfied,4
1675,-1,"The wait time for receiving assistance from the airline's customer support hotline was exasperatingly long. I spent an unreasonable amount of time on hold, only to receive unhelpful responses.",97141,neutral or dissatisfied,3
1676,8,The delayed flight arrival threw off my entire day's plans.,97144,neutral or dissatisfied,3
1677,28,I experienced difficulties with the airline's baggage policy.,97146,neutral or dissatisfied,3
1678,5,I am furious about the constant delays! This airline is a joke and a waste of my time!,97249,neutral or dissatisfied,4
1679,3,"The turbulence was so intense that it caused passengers to scream in fear, and the airline's response did not alleviate their distress.",97331,neutral or dissatisfied,4
1680,6,"The airline's onboard entertainment system was difficult to operate, with a confusing interface and limited content options.",97367,neutral or dissatisfied,4
1681,22,"I felt that the airline did not adequately prepare for the bad weather, considering the forecast.",97382,neutral or dissatisfied,3
1682,12,Unreliable website and mobile app.,97394,neutral or dissatisfied,3
1683,32,The lavatory trash bins were not regularly emptied during the flight.,97488,neutral or dissatisfied,4
1684,36,The flight attendants did not offer appropriate assistance to elderly passengers.,97490,neutral or dissatisfied,3
1685,17,I received my bag with a broken or missing strap.,97530,neutral or dissatisfied,3
1686,28,The additional charges for seat selection and priority boarding felt like an unnecessary expense.,97573,neutral or dissatisfied,4
1687,43,The prolonged delay in flight departure caused me inconvenience and disrupted my travel plans.,97584,neutral or dissatisfied,4
1688,21,"I found the gate announcements to be muffled and hard to understand, causing confusion and delays.",97588,neutral or dissatisfied,4
1689,14,The flight attendants did not handle passenger conflicts or issues effectively.,97627,neutral or dissatisfied,3
1690,18,The airline did not ensure timely updates during the prolonged delay.,97768,neutral or dissatisfied,3
1691,29,"Flight attendants lacked professionalism and courtesy, making the overall experience unpleasant.",97818,neutral or dissatisfied,4
1692,10,"The flight encountered severe thunderstorms, and it made the journey turbulent and stressful.",97929,neutral or dissatisfied,3
1693,36,"The flight attendants didn't assist with locating missing baggage, causing inconvenience and anxiety.",97943,neutral or dissatisfied,3
1694,10,"The bad weather resulted in a bumpy landing, and it was a nerve-wracking experience.",97976,neutral or dissatisfied,4
1695,-1,"I had plans for the evening, but the flight delay made me arrive too late.",98002,neutral or dissatisfied,3
1696,13,"The airline didn't provide any alternative flight options during inclement weather, leaving passengers stranded.",98098,neutral or dissatisfied,4
1697,-1,The airline did not prioritize punctuality in their operations.,98107,neutral or dissatisfied,3
1698,-1,The extended delay caused me to incur additional expenses.,98119,neutral or dissatisfied,4
1699,11,"I had a surprise planned for a loved one, but the delay in departure spoiled it.",98321,neutral or dissatisfied,4
1700,5,These delays are beyond infuriating! I will never fly with this airline again!,98524,neutral or dissatisfied,4
1701,29,The flight attendants lacked professionalism and courtesy.,98625,neutral or dissatisfied,4
1702,7,The landing was poor and shaky. I expected better from such a reputable airline.,98699,neutral or dissatisfied,3
1703,20,I encountered a lack of helpfulness and understanding from the airline staff.,98713,neutral or dissatisfied,4
1704,0,The airline did not offer any vegetarian or vegan snack options.,98715,neutral or dissatisfied,4
1705,50,"The flight experienced unexpected delays, causing frustration.",98898,neutral or dissatisfied,4
1706,-1,The flight attendants were dismissive of my concerns.,98927,neutral or dissatisfied,3
1707,25,Lack of overhead storage space.,98935,neutral or dissatisfied,3
1708,3,"I felt unsafe during the flight due to the challenging weather conditions, and it heightened my anxiety.",99007,neutral or dissatisfied,3
1709,60,The staff displayed a lack of knowledge and competence.,99033,neutral or dissatisfied,4
1710,13,The airline did not provide any additional perks or benefits to justify the high price of the ticket.,99090,neutral or dissatisfied,3
1711,41,"The flight announcement system was excessively loud and disruptive, disturbing passengers' peace.",99098,neutral or dissatisfied,3
1712,6,"I was frustrated with the lack of clear instructions during the pre-boarding process, resulting in confusion and delays.",99308,neutral or dissatisfied,3
1713,19,Rude and inattentive flight attendants.,99475,neutral or dissatisfied,4
1714,6,I was dissatisfied with the limited availability of onboard duty-free shopping.,99560,neutral or dissatisfied,4
1715,26,The airline did not offer any compensation or resolution for the mishandling and inconvenience caused by my baggage.,99593,neutral or dissatisfied,4
1716,19,The flight attendants were inconsiderate towards passengers' comfort.,99625,neutral or dissatisfied,4
1717,0,The flight attendants ran out of food options halfway through the journey.,99910,neutral or dissatisfied,3
1718,0,I encountered a delay in receiving my requested vegetarian meal.,99980,neutral or dissatisfied,4
1719,0,I encountered a delay in receiving my pre-ordered children's meal.,100012,neutral or dissatisfied,3
1720,58,"The customer service representative provided inconsistent information, causing confusion.",100033,neutral or dissatisfied,4
1721,0,The flight attendants did not offer any hot beverage options during the flight.,100403,neutral or dissatisfied,3
1722,11,"I was devastated by the significant delay in our flight departure, as it impacted my important engagement.",100428,neutral or dissatisfied,3
1723,8,My plans were disrupted due to the delayed arrival. This is outrageous!,100515,neutral or dissatisfied,3
1724,17,I received my bag with torn or damaged inner lining.,100579,neutral or dissatisfied,3
1725,0,I experienced a long wait for the beverage cart to reach my row.,100637,neutral or dissatisfied,4
1726,15,I found used or dirty earphones in the seat pockets.,100749,neutral or dissatisfied,3
1727,9,The flight departure was postponed due to unforeseen circumstances.,101006,neutral or dissatisfied,3
1728,1,Multiple delays during my flight made me question the airline's reliability.,101015,neutral or dissatisfied,4
1729,10,"The turbulence was continuous and turbulent, causing discomfort and unease throughout the entire flight.",101292,neutral or dissatisfied,3
1730,25,I had to navigate through a crowded and disorganized baggage pickup area with no clear direction.,101307,neutral or dissatisfied,3
1731,14,"The flight attendants failed to distribute immigration forms promptly, causing delays at the destination.",101570,neutral or dissatisfied,4
1732,36,The flight attendants did not assist with storing carry-on bags properly.,101649,neutral or dissatisfied,3
1733,8,"Departure was postponed, causing me to rearrange my itinerary.",101663,neutral or dissatisfied,1
1734,60,I experienced a lack of communication and coordination among the staff.,101673,neutral or dissatisfied,4
1735,38,The airline's policy for flight changes and cancellations was rigid and accompanied by high fees.,101806,neutral or dissatisfied,3
1736,38,"I faced challenges understanding the airline's complex flight change policy, resulting in confusion and additional fees.",101812,neutral or dissatisfied,4
1737,27,"I found the boarding announcements to be inconsistent and unclear, making it challenging to know when and where to board.",101818,neutral or dissatisfied,4
1738,42,The airline lost my checked bag and failed to locate it.,101820,neutral or dissatisfied,4
1739,42,My luggage was damaged during the flight.,101840,neutral or dissatisfied,3
1740,-1,The delay in departure caused unnecessary stress and anxiety.,101963,neutral or dissatisfied,1
1741,6,The limited availability of onboard duty-free shopping was disappointing and did not meet my expectations.,101979,neutral or dissatisfied,3
1742,52,I observed unclean or smudged windows in the aircraft.,102039,neutral or dissatisfied,3
1743,31,"Insufficient support for passengers with medical conditions, compromising their well-being.",102243,neutral or dissatisfied,3
1744,-1,"The delayed arrival deprived me of spending quality time with my loved ones at my destination, as I had to endure hours of waiting at the airport due to the airline's inefficiency.",102261,neutral or dissatisfied,4
1745,31,Insufficient assistance for pregnant passengers.,102275,neutral or dissatisfied,0
1746,21,Unhelpful and uninformed gate agents provided little assistance and left passengers uninformed.,102284,neutral or dissatisfied,3
1747,19,The flight attendants were unhelpful and seemed more interested in chatting among themselves.,102301,neutral or dissatisfied,4
1748,0,I found the food packaging to be unhygienic and unsanitary.,102366,neutral or dissatisfied,2
1749,-1,The airline did not offer any assistance during a flight disruption.,102784,neutral or dissatisfied,4
1750,-1,The flight delay resulted in missed opportunities for networking and growth. Frustrating.,102872,neutral or dissatisfied,3
1751,28,"I encountered difficulties understanding the airline's complex fragile item baggage policy, resulting in confusion and concerns about the safety of my fragile belongings.",102904,neutral or dissatisfied,3
1752,61,"Limited availability of overhead reading lights, making it difficult to read or work during the flight.",103018,neutral or dissatisfied,3
1753,3,"I witnessed other passengers praying and holding onto their loved ones tightly during the turbulence, and the airline did not provide emotional support.",103026,neutral or dissatisfied,3
1754,9,The flight was delayed due to unspecified technical issues.,103071,neutral or dissatisfied,3
1755,11,"I had an important family event to attend, but the delay in departure made it impossible.",103116,neutral or dissatisfied,4
1756,2,The lengthy wait for flight arrival left me feeling emotionally exhausted and disappointed.,103248,neutral or dissatisfied,3
1757,19,Flight attendants displayed unfriendly attitudes and were unapproachable.,103317,neutral or dissatisfied,3
1758,0,I encountered a delay in receiving my requested beverage.,103508,neutral or dissatisfied,4
1759,-1,The flight lacked proper privacy screens between seats.,103661,neutral or dissatisfied,3
1760,50,"The flight experienced multiple delays, leading to frustration.",103675,neutral or dissatisfied,4
1761,0,I received a meal that did not meet my dietary preferences.,103823,neutral or dissatisfied,4
1762,54,"The restrooms were dirty and unkempt, making it an unpleasant experience to use them.",103850,neutral or dissatisfied,3
1763,21,"I found the gate announcements to be inconsistent and lacking important information, causing confusion and delays.",103992,neutral or dissatisfied,2
1764,12,Technical issues with the online booking system caused frustration and wasted time.,104019,neutral or dissatisfied,4
1765,16,"Despite no flight delays, I experienced a significant delay in receiving my checked baggage.",104020,neutral or dissatisfied,2
1766,16,"The baggage handling was inefficient, resulting in delays in receiving my checked luggage.",104088,neutral or dissatisfied,4
1767,-1,The flight delay made me feel like my travel plans didn't matter to the airline.,104147,neutral or dissatisfied,4
1768,62,The airline failed to provide adequate assistance for passengers with disabilities like myself.,104187,neutral or dissatisfied,3
1769,39,The air crew seemed untrained and ill-prepared to handle passenger inquiries.,104223,neutral or dissatisfied,4
1770,38,"I faced challenges understanding the airline's complex ticket fare structure, resulting in unexpected charges and frustrations.",104227,neutral or dissatisfied,3
1771,38,"I faced challenges in changing my flight reservations, leading to inconvenience and additional fees.",104228,neutral or dissatisfied,3
1772,6,"The airline's onboard reading materials were outdated and limited in variety, offering little entertainment value for passengers.",104333,neutral or dissatisfied,2
1773,-1,"The flight encountered frequent turbulence, and the crew did not offer reassurance or updates.",104351,neutral or dissatisfied,4
1774,-1,"I had an important meeting, but the delay in arrival made me arrive too late.",104444,neutral or dissatisfied,3
1775,34,"Insufficient support and guidance for unaccompanied minors, causing anxiety and uncertainty.",104446,neutral or dissatisfied,4
1776,0,The airline did not offer any lactose-free beverage options.,104461,neutral or dissatisfied,4
1777,-1,The flight lacked proper communication during turbulence.,104536,neutral or dissatisfied,4
1778,-1,I faced challenges and stress due to the airline's inadequate support for passengers traveling with pets.,104581,neutral or dissatisfied,4
1779,8,The flight delay disrupted my travel plans.,104587,neutral or dissatisfied,3
1780,43,The significantly delayed flight arrival inconvenienced me and affected my plans.,104607,neutral or dissatisfied,3
1781,4,"The seats were broken and uncomfortable, causing back pain.",104611,neutral or dissatisfied,4
1782,-1,The airline's disregard for punctuality made me question their commitment to customer satisfaction.,104645,neutral or dissatisfied,4
1783,8,"Departure was postponed, impacting my personal commitments.",104749,neutral or dissatisfied,3
1784,19,Flight attendants displayed inattentiveness and seemed disinterested in passenger needs.,104833,neutral or dissatisfied,4
1785,5,These delays are driving me insane! This airline deserves every ounce of my anger and frustration!,104870,neutral or dissatisfied,4
1786,27,The flight announcements were unclear and hard to understand.,104909,neutral or dissatisfied,3
1787,0,The airline did not offer any gluten-free meal options.,104931,neutral or dissatisfied,4
1788,-1,The aircraft windows were dirty and obstructed the view.,104982,neutral or dissatisfied,4
1789,7,"I was heartbroken when the airline's mishandling of my beloved pet during transport resulted in their injury, causing unnecessary pain and anguish.",105031,neutral or dissatisfied,3
1790,3,Lack of communication during turbulence left passengers feeling uneasy and unsafe.,105135,neutral or dissatisfied,3
1791,2,The delay in departure made me anxious and stressed about missing my destination.,105152,neutral or dissatisfied,4
1792,-1,The flight delay caused me to miss an opportunity for a job interview. Unacceptable.,105227,neutral or dissatisfied,4
1793,-1,Arrival was significantly later than anticipated.,105254,neutral or dissatisfied,4
1794,3,"I felt anxious and unsafe during the turbulence, as the flight attendants did not provide clear instructions or reassurance.",105271,neutral or dissatisfied,4
1795,26,The airline did not offer any reimbursement for the lost or damaged items inside my luggage.,105299,neutral or dissatisfied,3
1796,47,The onboard Wi-Fi did not work as advertised.,105369,neutral or dissatisfied,3
1797,3,"I witnessed other passengers struggling to fasten their seatbelts and secure their belongings during the turbulence, and the airline did not provide assistance.",105383,neutral or dissatisfied,3
1798,56,Challenges in booking seats together with travel companions.,105535,neutral or dissatisfied,4
1799,45,"The boarding process was disorganized, causing unnecessary delays and frustration.",105556,neutral or dissatisfied,3
1800,22,I expected the airline to have better technology and systems to anticipate and minimize turbulence for a smoother flight.,105572,neutral or dissatisfied,4
1801,3,"The turbulence was so intense that it caused passengers to scream and cry, and the airline's response was insufficient in addressing their distress.",105754,neutral or dissatisfied,3
1802,26,The airline did not offer any compensation for inconveniences caused by their mistakes.,105813,neutral or dissatisfied,3
1803,16,I encountered difficulties in filing a baggage claim with the airline.,105943,neutral or dissatisfied,4
1804,11,"I had plans for a romantic getaway, but the delay in departure ruined the experience.",105973,neutral or dissatisfied,4
1805,43,"The prolonged delay in our flight's arrival not only inconvenienced me but also affected my travel companions, who had made plans based on the expected arrival time.",106128,neutral or dissatisfied,4
1806,59,The boarding process was delayed due to the airline's inefficient and slow passenger identity verification procedures.,106143,neutral or dissatisfied,4
1807,49,I wasn't notified in advance when the flight departed earlier than scheduled.,106199,neutral or dissatisfied,4
1808,7,I felt a profound sense of disappointment and regret for choosing this airline for my journey.,106270,neutral or dissatisfied,4
1809,16,"I experienced delays in receiving my checked baggage, disrupting my travel plans.",106313,neutral or dissatisfied,3
1810,6,"I was disappointed with the lack of clear instructions during the inflight duty-free shopping, resulting in confusion and delays.",106338,neutral or dissatisfied,3
1811,-1,The cabin lacked proper disposal for used tissues or napkins.,106347,neutral or dissatisfied,4
1812,0,I found the food to be excessively salty or oily.,106458,neutral or dissatisfied,3
1813,-1,I was devastated when the airline canceled my pre-booked seat without any explanation or alternative arrangement.,106461,neutral or dissatisfied,4
1814,-1,The delay in departure made me miss out on a job opportunity. Unreliable airline.,106468,neutral or dissatisfied,4
1815,-1,"Departure was postponed, affecting passengers' schedules.",106503,neutral or dissatisfied,4
1816,0,The airline did not provide any nut-free snack options.,106548,neutral or dissatisfied,4
1817,5,I am furious! This airline's delays are an insult to its passengers!,106557,neutral or dissatisfied,4
1818,22,I felt the airline should have provided more informative announcements about the turbulence to keep passengers informed and reassured.,106701,neutral or dissatisfied,4
1819,59,The boarding process was delayed due to the airline's inefficient and slow document verification procedures.,106754,neutral or dissatisfied,3
1820,0,The quality of the meals served was poor.,106884,neutral or dissatisfied,4
1821,12,The online check-in process was frustrating and caused unnecessary delays.,106921,neutral or dissatisfied,3
1822,24,Inadequate ventilation in the cabin made the air stale and uncomfortable.,106966,neutral or dissatisfied,3
1823,-1,Dismissive attitude of flight attendants towards passenger complaints.,106984,neutral or dissatisfied,4
1824,22,The flight crew should have provided more frequent updates regarding the weather situation.,106990,neutral or dissatisfied,4
1825,-1,The airline staff was unhelpful and unfriendly.,107043,neutral or dissatisfied,4
1826,23,"Departure was postponed, causing frustration among passengers.",107049,neutral or dissatisfied,4
1827,36,"The flight attendants didn't assist with stowing oversized carry-on items, creating clutter and safety hazards.",107186,neutral or dissatisfied,4
1828,-1,The flight had a lack of announcements regarding turbulence or other disruptions.,107279,neutral or dissatisfied,4
1829,0,My special meal request was ignored.,107396,neutral or dissatisfied,4
1830,33,"The loyalty program had complicated rules and restrictions, making it challenging to enjoy the benefits.",107433,neutral or dissatisfied,4
1831,3,"The turbulence was unexpected and violent, and the lack of support and empathy from the flight attendants was disappointing.",107490,neutral or dissatisfied,4
1832,-1,The flight delay resulted in additional transportation costs. Inconvenient and costly.,107501,neutral or dissatisfied,3
1833,51,The flight attendants were unresponsive to my requests.,107562,neutral or dissatisfied,3
1834,45,Lack of coordination during boarding and deplaning.,107714,neutral or dissatisfied,3
1835,-1,The flight delay made me miss an important deadline. Unprofessional and disappointing.,107743,neutral or dissatisfied,3
1836,39,The air crew appeared disorganized and did not manage passenger requests effectively.,107773,neutral or dissatisfied,3
1837,-1,The cabin crew failed to provide adequate assistance during an emergency situation.,107826,neutral or dissatisfied,3
1838,44,The airline provided limited communication regarding the delay and delivery of my baggage.,107980,neutral or dissatisfied,4
1839,15,I encountered unclean or unsanitary seatback pockets.,108005,neutral or dissatisfied,4
1840,15,I found unclean or sticky surfaces on the entertainment screens.,108015,neutral or dissatisfied,3
1841,-1,The cabin lacked proper waste disposal facilities.,108210,neutral or dissatisfied,4
1842,27,"The airline's in-flight announcements were inaudible and unclear, making it challenging to receive important information or updates.",108212,neutral or dissatisfied,3
1843,0,"The airline didn't offer any vegetarian meal options, neglecting passengers with dietary preferences.",108246,neutral or dissatisfied,3
1844,40,I felt let down by the significant delay in our flight departure.,108451,neutral or dissatisfied,4
1845,7,"The overall experience was emotionally draining, and I felt my trust in the airline had been betrayed.",108530,neutral or dissatisfied,3
1846,65,The delay in departure resulted in wasted time for passengers.,108602,neutral or dissatisfied,4
1847,38,"I faced challenges understanding the airline's complex seating assignment policy, resulting in confusion and inconvenience.",108604,neutral or dissatisfied,3
1848,65,The arrival delay resulted in lost vacation time.,108613,neutral or dissatisfied,3
1849,0,I was served a meal with expired or spoiled ingredients.,108708,neutral or dissatisfied,0
1850,25,I had to carry my bags for a long distance without any trolleys or carts available.,108784,neutral or dissatisfied,4
1851,59,The boarding process was delayed due to the airline's inefficient and slow passenger boarding verification procedures.,108786,neutral or dissatisfied,4
1852,-1,The airline did not ensure proper contingency plans for delays.,108879,neutral or dissatisfied,3
1853,0,The airline did not provide any halal meal options.,109036,neutral or dissatisfied,4
1854,61,I was dissatisfied with the limited availability of overhead reading lights.,109060,neutral or dissatisfied,3
1855,19,The flight attendant was inattentive and seemed uninterested in assisting passengers.,109065,neutral or dissatisfied,4
1856,20,I experienced a lack of clear communication from the airline staff.,109077,neutral or dissatisfied,3
1857,37,"The airline's ticket cancellation process was convoluted and time-consuming, causing unnecessary stress and delays in receiving a refund.",109137,neutral or dissatisfied,3
1858,19,The flight attendants were rude and inattentive to passenger needs.,109188,neutral or dissatisfied,4
1859,-1,The airline did not provide adequate information about connecting flights.,109250,neutral or dissatisfied,3
1860,49,"The flight was significantly delayed, causing me to miss an important event.",109267,neutral or dissatisfied,4
1861,41,"The noise insulation on the flight was inadequate, making it hard to rest or concentrate.",109295,neutral or dissatisfied,4
1862,2,"I experienced a range of emotions during the lengthy wait for flight departure, from frustration to sadness.",109381,neutral or dissatisfied,4
1863,-1,The arrival delay resulted in lost time and inconvenience.,109423,neutral or dissatisfied,3
1864,-1,The flight attendants did not provide adequate assistance during boarding.,109517,neutral or dissatisfied,3
1865,18,The airline did not provide updates or explanations for a delayed departure.,109527,neutral or dissatisfied,4
1866,3,"The turbulence was so intense that it caused overhead compartments to open, and bags fell, creating a dangerous situation for passengers.",109528,neutral or dissatisfied,4
1867,-1,Inadequate information about travel restrictions.,109671,neutral or dissatisfied,4
1868,-1,"I had an early morning commitment, but the flight delay made me miss it entirely.",109771,neutral or dissatisfied,3
1869,14,"The flight attendants did not handle an in-flight emergency situation efficiently, which was concerning.",109777,neutral or dissatisfied,3
1870,-1,The airline did not handle complaints or issues effectively.,109863,neutral or dissatisfied,3
1871,27,"I struggled to understand the boarding announcements as they were muffled and unclear, leading to confusion among passengers.",109908,neutral or dissatisfied,4
1872,0,I was served a meal with limited options for people with specific dietary needs.,109978,neutral or dissatisfied,4
1873,32,The lavatory floors were sticky and appeared unclean.,110015,neutral or dissatisfied,4
1874,31,I experienced difficulties in requesting special assistance for elderly passengers.,110031,neutral or dissatisfied,3
1875,41,"Noise insulation on the flight was inadequate, making it challenging to rest or concentrate.",110043,neutral or dissatisfied,4
1876,32,The lavatories were dirty and unpleasant.,110046,neutral or dissatisfied,3
1877,9,The flight arrival delay was unacceptable.,110058,neutral or dissatisfied,4
1878,11,The flight delay caused me to miss an important family gathering. I'm upset.,110135,neutral or dissatisfied,3
1879,4,The airline's seating arrangement was cramped and uncomfortable.,110164,neutral or dissatisfied,4
1880,-1,The delay in departure led to missed business opportunities.,110186,neutral or dissatisfied,3
1881,19,The flight attendants were seen gossiping instead of attending to passengers' needs.,110242,neutral or dissatisfied,3
1882,-1,The flight crew seemed indifferent and uninterested in customer satisfaction.,110359,neutral or dissatisfied,3
1883,35,The flight attendants lacked empathy and failed to address my concerns and complaints during the journey.,110427,neutral or dissatisfied,4
1884,48,Departure delay? This is unacceptable! I won't tolerate such incompetence!,110492,neutral or dissatisfied,3
1885,33,The airline's frequent flyer program had limited redemption options.,110551,neutral or dissatisfied,3
1886,60,The staff failed to handle difficult situations professionally.,110629,neutral or dissatisfied,3
1887,34,"I faced challenges understanding the airline's complex unaccompanied minor policy, resulting in confusion and difficulties in arranging travel for children.",110667,neutral or dissatisfied,2
1888,0,I found the food to be undercooked and unsafe to eat.,110674,neutral or dissatisfied,4
1889,7,I couldn't help but feel a deep sense of disappointment and emotional turmoil throughout the entire journey.,110714,neutral or dissatisfied,4
1890,24,The flight lacked proper ventilation.,110775,neutral or dissatisfied,3
1891,-1,The flight attendants appeared disinterested and did not prioritize passenger satisfaction.,110806,neutral or dissatisfied,4
1892,63,The airline did not have sufficient overhead bin space for all passengers' bags.,110820,neutral or dissatisfied,3
1893,5,I am seething with anger! The constant delays have made me lose faith in this airline entirely!,110823,neutral or dissatisfied,4
1894,25,Lack of overhead storage space resulted in passengers struggling to find room for their belongings.,110906,neutral or dissatisfied,4
1895,16,I had to wait a long time at the baggage carousel for my luggage.,111024,neutral or dissatisfied,4
1896,15,I observed unclean or stained seatbelt buckles.,111039,neutral or dissatisfied,3
1897,-1,The flight attendants did not offer appropriate assistance during a medical emergency.,111061,neutral or dissatisfied,4
1898,30,The customer service representative was unresponsive and did not follow up on my inquiry.,111140,neutral or dissatisfied,3
1899,-1,There was a child playing and running around while his mother was sleeping. The flight attendants did nothing to stop him.,111619,neutral or dissatisfied,3
1900,23,The extended delay disrupted passengers' travel plans and caused frustration.,111639,neutral or dissatisfied,3
1901,56,Difficulties in upgrading seats on the flight despite availability and eligibility.,111782,neutral or dissatisfied,4
1902,21,"I found the gate area to be overcrowded and lacking sufficient seating, causing discomfort and inconvenience for passengers.",112024,neutral or dissatisfied,3
1903,19,The flight attendants were rude and unhelpful.,112060,neutral or dissatisfied,3
1904,0,I experienced a lack of healthy and nutritious snack options onboard.,112146,neutral or dissatisfied,3
1905,9,"The flight was consistently delayed, causing inconvenience.",112155,neutral or dissatisfied,4
1906,17,"The baggage handling staff mishandled my fragile glassware, resulting in irreparable damage.",112157,neutral or dissatisfied,3
1907,22,I expected the airline to prioritize passenger safety by offering clear instructions and guidance during the turbulent flight.,112231,neutral or dissatisfied,3
1908,25,I had to carry my heavy bags for a long distance due to lack of assistance.,112254,neutral or dissatisfied,4
1909,29,The flight attendant displayed a lack of professionalism and courtesy.,112264,neutral or dissatisfied,4
1910,0,"The flight had a shortage of vegetarian meal options, limiting choices for passengers with dietary preferences.",112279,neutral or dissatisfied,3
1911,30,The customer service agent was unapologetic and did not take responsibility for the issue.,112451,neutral or dissatisfied,3
1912,25,I encountered difficulties in obtaining assistance for my oversized or irregularly shaped baggage.,112512,neutral or dissatisfied,4
1913,5,I am seething with anger! The delays from this airline have caused me nothing but frustration!,112635,neutral or dissatisfied,4
1914,20,Poor customer service from the airline.,112702,neutral or dissatisfied,3
1915,7,I was deeply disappointed by the lack of empathy and understanding from the airline staff during the entire journey.,112801,neutral or dissatisfied,3
1916,14,The flight attendants did not treat all passengers fairly.,112887,neutral or dissatisfied,3
1917,23,The delay in departure inconvenienced passengers.,112906,neutral or dissatisfied,3
1918,-1,"I received inadequate assistance during flight disruptions, causing frustration and anxiety.",112923,neutral or dissatisfied,3
1919,10,"I felt the pilot did not effectively navigate through the turbulence, resulting in a bumpy and unsettling flight.",113020,neutral or dissatisfied,3
1920,7,The lack of empathy and understanding from the airline staff left me feeling disheartened and disrespected.,113083,neutral or dissatisfied,3
1921,19,The flight attendants were slow in providing beverage service and seemed inattentive.,113118,neutral or dissatisfied,3
1922,25,Limited space for carry-on luggage.,113326,neutral or dissatisfied,3
1923,52,I noticed unclean or dusty overhead compartments.,113466,neutral or dissatisfied,3
1924,18,"The airline did not provide any updates or explanations for a prolonged delay, leaving passengers uninformed.",113505,neutral or dissatisfied,4
1925,0,"The airline didn't provide any allergy-friendly meal options, disregarding passengers' health and well-being.",113514,neutral or dissatisfied,3
1926,8,"I had important plans upon arrival, and the flight delay ruined everything.",113571,neutral or dissatisfied,3
1927,-1,Inadequate seating arrangements for families made it challenging to stay together during the flight.,113572,neutral or dissatisfied,3
1928,58,The customer service agent provided incorrect information that led to additional complications.,113597,neutral or dissatisfied,3
1929,12,Difficulties with online check-in process.,113664,neutral or dissatisfied,4
